iter	Passed	Remaining
1668	45780	9079
1669	45802	9050
1670	45825	9022
1671	45848	8994
1672	45879	8967
1673	45909	8940
1674	45932	8912
1675	45955	8883
1676	45978	8855
1677	46001	8827
1678	46024	8799
1679	46046	8770
1680	46069	8742
1681	46107	8717
1682	46132	8689
1683	46155	8660
1684	46178	8632
1685	46201	8604
1686	46223	8576
1687	46246	8547
1688	46269	8519
1689	46291	8491
1690	46324	8464
1691	46354	8438
1692	46377	8409
1693	46400	8381
1694	46423	8353
1695	46446	8325
1696	46468	8297
1697	46491	8268
1698	46515	8240
1699	46555	8215
1700	46580	8187
1701	46603	8159
1702	46625	8131
1703	46648	8103
1704	46671	8075
1705	46694	8046
1706	46717	8018
1707	46739	7990
1708	46769	7963
1709	46802	7937
1710	46824	7909
1711	46847	7880
1712	46870	7852
1713	46893	7824
1714	46916	7796
1715	46938	7768
1716	46961	7740
1717	46998	7714
1718	47024	7686
1719	47047	7658
1720	47070	7630
1721	47093	7602
1722	47116	7574
1723	47139	7546
1724	47161	7518
1725	47184	7490
1726	47215	7463
1727	47272	7441
1728	47319	7416
1729	47345	7389
1730	47367	7361
1731	47390	7333
1732	47413	7304
1733	47451	7279
1734	47478	7251
1735	47501	7223
1736	47526	7196
1737	47549	7167
1738	47571	7139
1739	47594	7111
1740	47617	7083
1741	47639	7055
1742	47668	7028
1743	47700	7001
1744	47724	6974
1745	47747	6946
1746	47769	6918
1747	47792	6890
1748	47815	6862
1749	47838	6834
1750	47861	6806
1751	47900	6780
1752	47926	6752
1753	47949	6724
1754	47972	6696
1755	47995	6669
1756	48018	6641
1757	48040	6613
1758	48063	6585
1759	48085	6557
1760	48114	6530
1761	48147	6503
1762	48172	6475
1763	48195	6447
1764	48218	6420
1765	48241	6392
1766	48264	6364
1767	48287	6336
1768	48309	6308
1769	48347	6282
1770	48373	6254
1771	48396	6227
1772	48419	6199
1773	48442	6171
1774	48464	6143
1775	48487	6115
1776	48511	6087
1777	48533	6059
1778	48568	6033
1779	48600	6006
1780	48623	5978
1781	48646	5951
1782	48669	5923
1783	48692	5895
1784	48715	5867
1785	48737	5839
1786	48760	5811
1787	48802	5786
1788	48828	5759
1789	48851	5731
1790	48874	5703
1791	48897	5675
1792	48920	5647
1793	48942	5619
1794	48965	5592
1795	48988	5564
1796	49017	5537
1797	49048	5510
1798	49071	5482
1799	49094	5454
1800	49118	5427
1801	49140	5399
1802	49163	5371
1803	49186	5343
1804	49199	5315
1805	49228	5288
1806	49258	5261
1807	49281	5233
1808	49303	5205
1809	49326	5177
1810	49348	5150
1811	49371	5122
1812	49393	5094
1813	49416	5066
1814	49429	5038
1815	49467	5012
1816	49493	4984
1817	49515	4957
1818	49539	4929
1819	49561	4901
1820	49584	4874
1821	49608	4846
1822	49630	4818
1823	49669	4792
1824	49694	4765
1825	49717	4737
1826	49740	4709
1827	49762	4682
1828	49785	4654
1829	49808	4627
1830	49830	4599
1831	49853	4571
1832	49883	4544
1833	49916	4518
1834	49939	4490
1835	49961	4462
1836	49984	4435
1837	50008	4407
1838	50030	4380
1839	50053	4352
1840	50076	4324
1841	50114	4298
1842	50139	4271
1843	50162	4243
1844	50184	4216
1845	50208	4188
1846	50239	4161
1847	50273	4135
1848	50297	4107
1849	50325	4080
1850	50359	4053
1851	50382	4026
1852	50405	3998
1853	50428	3971
1854	50451	3943
1855	50475	3916
1856	50498	3888
1857	50520	3861
1858	50554	3834
1859	50581	3807
1860	50604	3779
1861	50627	3752
1862	50650	3724
1863	50673	3697
1864	50695	3669
1865	50718	3642
1866	50741	3614
1867	50773	3587
1868	50805	3560
1869	50828	3533
1870	50851	3506
1871	50874	3478
1872	50897	3451
1873	50919	3423
1874	50942	3396
1875	50965	3368
1876	51003	3342
1877	51029	3315
1878	51053	3287
1879	51075	3260
1880	51099	3232
1881	51122	3205
1882	51144	3177
1883	51167	3150
1884	51189	3122
1885	51218	3095
1886	51252	3069
1887	51275	3041
1888	51298	3014
1889	51322	2987
1890	51344	2959
1891	51367	2932
1892	51389	2904
1893	51412	2877
1894	51456	2851
1895	51480	2823
1896	51504	2796
1897	51527	2769
1898	51550	2741
1899	51573	2714
1900	51596	2687
1901	51618	2659
1902	51628	2631
1903	51651	2604
1904	51687	2577
1905	51716	2550
1906	51738	2523
1907	51761	2495
1908	51784	2468
1909	51807	2441
1910	51829	2413
1911	51852	2386
1912	51875	2359
1913	51902	2332
1914	51941	2305
1915	51964	2278
1916	51986	2250
1917	52009	2223
1918	52032	2196
1919	52054	2168
1920	52076	2141
1921	52099	2114
1922	52131	2087
1923	52166	2060
1924	52190	2033
1925	52203	2005
1926	52225	1978
1927	52249	1951
1928	52271	1923
1929	52294	1896
1930	52317	1869
1931	52348	1842
1932	52381	1815
1933	52405	1788
1934	52428	1761
1935	52453	1734
1936	52476	1706
1937	52499	1679
1938	52521	1652
1939	52544	1625
1940	52584	1598
1941	52609	1571
1942	52632	1544
1943	52655	1516
1944	52678	1489
1945	52701	1462
1946	52723	1435
1947	52746	1408
1948	52768	1380
1949	52799	1353
1950	52831	1326
1951	52868	1300
1952	52898	1273
1953	52929	1246
1954	52953	1218
1955	52976	1191
1956	53000	1164
1957	53038	1137
1958	53063	1110
1959	53087	1083
1960	53111	1056
1961	53133	1029
1962	53156	1001
1963	53179	974
1964	53202	947
1965	53246	920
1966	53303	894
1967	53350	867
1968	53396	840
1969	53445	813
1970	53491	787
1971	53522	759
1972	53566	733
1973	53607	706
1974	53662	679
1975	53711	652
1976	53752	625
1977	53795	598
1978	53825	571
1979	53851	543
1980	53895	516
1981	53934	489
1982	53978	462
1983	54027	435
1984	54068	408
1985	54113	381
1986	54165	354
1987	54195	327
1988	54221	299
1989	54253	272
1990	54284	245
1991	54318	218
1992	54360	190
1993	54394	163
1994	54426	136
1995	54454	109
1996	54484	81
1997	54512	54
1998	54561	27
1999	54589	0
